Station,Date & Time (Summer),Global radiation (W/m^2),Relative humidity (%),Temperature (ï¿½ï,Maximum 1 minute wind speed (m/s),Gust wind speed (m/s)
Yotvata,07/09/2023 14:00,876,13,42,4.6,5.9
Yotvata,08/09/2023 14:00,876,11,-,4.7,5.3
Yotvata,09/09/2023 14:00,850,23,38.8,4.9,6.2
Yotvata,10/09/2023 14:00,895,21,37.7,3.8,5
Yotvata,11/09/2023 14:00,888,15,39.1,3.1,3.6
Yotvata,12/09/2023 14:00,836,15,40.1,4.6,6.1
Yotvata,13/09/2023 14:00,410,33,35.4,5.4,8.5
Yotvata,14/09/2023 14:00,851,25,35.2,5.3,7.1
Yotvata,15/09/2023 14:00,874,22,34.3,6.6,10.4
Yotvata,16/09/2023 14:00,885,21,34.7,5.7,8.2
Yotvata,17/09/2023 14:00,881,26,34.4,4.3,5.9
Yotvata,18/09/2023 14:00,877,20,36.5,4.4,5.8
Yotvata,19/09/2023 14:00,854,25,36.2,3.4,5.2
Yotvata,20/09/2023 14:00,830,34,34.7,3.7,4.9
Yotvata,21/09/2023 14:00,842,37,33.8,6.2,8.2
Yotvata,22/09/2023 14:00,828,35,34.9,5.1,7.2
Yotvata,23/09/2023 14:00,811,35,36.4,5.4,7
Yotvata,24/09/2023 14:00,823,37,36.3,5.6,6.9
Yotvata,25/09/2023 14:00,859,16,37.5,4.8,6.4
Yotvata,26/09/2023 14:00,831,18,37.4,6.5,7.9
Yotvata,27/09/2023 14:00,816,20,37,5.3,8.2
Yotvata,28/09/2023 14:00,785,16,37.5,6.6,8.1
Yotvata,29/09/2023 14:00,803,22,38,5.5,7.3
Yotvata,30/09/2023 14:00,775,23,36.7,5.5,8.3
Yotvata,01/10/2023 14:00,738,27,35.2,4.8,7.6
Yotvata,02/10/2023 14:00,453,39,31.5,3.7,4.7
Yotvata,03/10/2023 14:00,479,43,29.5,5.1,6.8
Yotvata,04/10/2023 14:00,736,37,31.4,6.4,8.5
Yotvata,05/10/2023 14:00,439,40,30.4,3.3,4
Yotvata,06/10/2023 14:00,769,39,32.9,3.6,5.2
Yotvata,07/10/2023 14:00,752,31,31.4,5.9,8
Yotvata,08/10/2023 14:00,751,35,32.6,4.1,5.2
Yotvata,09/10/2023 14:00,685,30,36,6,8.9
Yotvata,10/10/2023 14:00,698,44,32,5.1,7.3
Yotvata,11/10/2023 14:00,742,33,31.3,4.4,5.4
Yotvata,12/10/2023 14:00,737,35,31.3,4.9,6.1
Yotvata,13/10/2023 14:00,746,36,31.1,5.9,7.6
Yotvata,14/10/2023 14:00,735,39,30.3,5.2,6.4
Yotvata,15/10/2023 14:00,746,29,30.5,2.4,3.1
Yotvata,16/10/2023 14:00,716,35,29.3,2.9,3.9
Yotvata,17/10/2023 14:00,715,36,30.3,5,6.3
Yotvata,18/10/2023 14:00,719,39,30,3.4,5.1
Yotvata,19/10/2023 14:00,679,30,30.2,4.8,6.3
Yotvata,20/10/2023 14:00,712,36,30.9,5.9,8.5
Yotvata,21/10/2023 14:00,666,36,31.2,4.1,5.6
Yotvata,22/10/2023 14:00,672,40,31.8,3.7,4.4
Yotvata,23/10/2023 14:00,689,41,32.5,3.3,4.2
Yotvata,24/10/2023 14:00,679,40,32.8,4,5.1
Yotvata,25/10/2023 14:00,686,29,33.9,4.6,6.3
Yotvata,26/10/2023 14:00,683,18,37.5,2.4,4.3
Yotvata,27/10/2023 14:00,687,15,39,2.8,4.3
Yotvata,28/10/2023 14:00,369,27,33.9,6.4,7.4
Yotvata,29/10/2023 14:00,659,29,33.9,3.7,5.1
Yotvata,30/10/2023 14:00,658,35,31.3,6.4,7.6
Yotvata,31/10/2023 14:00,651,32,33.3,3.4,3.9
Yotvata,01/11/2023 14:00,648,31,33,3.4,4
Yotvata,02/11/2023 14:00,637,38,31.6,4,6.2
Yotvata,03/11/2023 14:00,619,42,30.9,4.5,5.6
Yotvata,04/11/2023 14:00,631,30,32.6,6.2,8.1
Yotvata,05/11/2023 14:00,618,25,33.2,3.6,4.3
Yotvata,06/11/2023 14:00,623,29,32.2,5.3,7
Yotvata,07/11/2023 14:00,633,23,32.2,3.9,5.5
Yotvata,08/11/2023 14:00,634,31,30.8,4.1,5.5
Yotvata,09/11/2023 14:00,627,30,31.4,3.7,4.7
Yotvata,10/11/2023 14:00,624,44,28.8,4.2,5.6
Yotvata,11/11/2023 14:00,467,45,28.3,3.3,4.7
Yotvata,12/11/2023 14:00,412,35,28.6,5.7,7.4
Yotvata,13/11/2023 14:00,576,29,31.9,3,3.7
Yotvata,14/11/2023 14:00,378,46,29.3,2.4,3.4
Yotvata,15/11/2023 14:00,595,45,25.7,3,3.8
Yotvata,16/11/2023 14:00,597,36,27.8,2.5,3.1
Yotvata,17/11/2023 14:00,602,39,27.5,3.5,4.8
Yotvata,18/11/2023 14:00,599,46,26.9,3.1,4
Yotvata,19/11/2023 14:00,442,37,28,4.2,5.9
Yotvata,20/11/2023 14:00,639,39,23.1,7,9.7
Yotvata,21/11/2023 14:00,612,41,23.5,4.7,7.3
Yotvata,22/11/2023 14:00,280,28,26.2,3.3,4.6
Yotvata,23/11/2023 14:00,580,32,27.1,2.2,2.8
Yotvata,24/11/2023 14:00,488,38,25.8,2.7,3.5
Yotvata,25/11/2023 14:00,479,52,26.4,7.9,11.5
Yotvata,26/11/2023 14:00,513,33,26.4,3.7,5.3
Yotvata,27/11/2023 14:00,538,32,23.3,5.5,7
Yotvata,28/11/2023 14:00,504,40,21.7,6,7.8
Yotvata,29/11/2023 14:00,582,38,23.2,4.9,6.6
Yotvata,30/11/2023 14:00,583,35,24.1,4.2,6.9
Yotvata,01/12/2023 14:00,-,43,23.4,5.6,6.7
Yotvata,02/12/2023 14:00,-,40,23.6,6.8,7.9
Yotvata,03/12/2023 14:00,552,32,26.2,7.7,10.2
Yotvata,04/12/2023 14:00,545,30,28.3,3.5,4.5
Yotvata,05/12/2023 14:00,283,35,26.1,4.1,5.1
Yotvata,06/12/2023 14:00,542,57,22.8,3.5,4.2
Yotvata,07/12/2023 14:00,568,42,23.6,3.1,3.9
Yotvata,08/12/2023 14:00,557,52,22.9,2.5,3.1
Yotvata,09/12/2023 14:00,501,41,21.7,3.2,4.7
Yotvata,10/12/2023 14:00,582,43,22,4.2,5.4
Yotvata,11/12/2023 14:00,561,68,20.1,2,2.5
Yotvata,12/12/2023 14:00,539,61,20.6,3.2,4.1
Yotvata,13/12/2023 14:00,454,56,21.3,4.4,5.7
Yotvata,14/12/2023 14:00,574,51,21.8,2.2,2.5
Yotvata,15/12/2023 14:00,567,45,23.6,4.6,5.5
Yotvata,16/12/2023 14:00,586,41,23.7,2.7,3.4
Yotvata,17/12/2023 14:00,586,41,22.8,4.1,6
Yotvata,18/12/2023 14:00,555,54,20.9,5.4,6.6
Yotvata,19/12/2023 14:00,568,45,20.5,5.8,7.6
Yotvata,20/12/2023 14:00,344,41,19.9,5.8,8.1
Yotvata,21/12/2023 14:00,311,36,22,0.8,1
Yotvata,22/12/2023 14:00,578,39,21.1,3.4,4.4
Yotvata,23/12/2023 14:00,463,39,21.8,4.2,5.9
Yotvata,24/12/2023 14:00,565,42,22.5,2.6,2.9
Yotvata,25/12/2023 14:00,576,45,22.7,4.8,6.3
Yotvata,26/12/2023 14:00,579,41,22.9,5.7,7.6
Yotvata,27/12/2023 14:00,593,37,24.6,4.3,5.7
Yotvata,28/12/2023 14:00,205,68,19.2,1.7,2
Yotvata,29/12/2023 14:00,203,57,19.4,4.2,6.4
Yotvata,30/12/2023 14:00,584,37,22.1,5.2,6.5
Yotvata,31/12/2023 14:00,577,42,21.5,2.4,2.8
Yotvata,01/01/2024 14:00,582,42,21.8,3.9,5.8
